%$Well : Cockburn1 : 04/04/2013 13:01:25
%DEPTH      PERM_F1    PHI        
%M          mD         Dec        
1067.5620  51.9518    0.1868     
1067.7144  51.7982    0.1868     
1067.8668  51.6483    0.1867     
1068.0192  51.5967    0.1867     
1068.1716  51.7342    0.1868     
1068.3240  52.0127    0.1869     
1068.4764  52.3010    0.1870     
1068.6288  52.4349    0.1870     
1068.7812  52.2076    0.1869     
1068.9336  50.5013    0.1863     
1069.0860  49.3357    0.1859     
1069.2384  49.4067    0.1859     
1069.3908  49.3868    0.1859     
1069.5432  49.2495    0.1858     
1069.6956  49.1943    0.1858     
1069.8480  49.3815    0.1859     
1070.0004  49.8237    0.1861     
1070.1528  50.4794    0.1863     
1070.3052  51.1040    0.1865     
1070.4576  51.9464    0.1868     
1070.6100  54.1782    0.1876     
1070.7624  54.9174    0.1879     
1070.9148  55.0031    0.1879     
1071.0672  56.9913    0.1886     
1071.2196  56.6371    0.1885     
1071.3720  57.9749    0.1889     
1071.5244  60.6864    0.1898     
1071.6768  62.9849    0.1905     
1071.8292  64.4000    0.1909     
1071.9816  65.6336    0.1913     
1072.1340  66.6924    0.1916     
1072.2864  67.5205    0.1918     
1072.4388  66.5589    0.1915     
1072.5912  67.9148    0.1919     
1072.7436  69.2734    0.1923     
1072.8960  67.6087    0.1918     
1073.0484  68.2726    0.1920     
1073.2008  69.3662    0.1923     
1073.3532  69.2633    0.1923     
1073.5056  70.1462    0.1925     
1073.6580  69.6810    0.1924     
1073.8104  71.0943    0.1928     
1073.9628  73.6685    0.1935     
1074.1152  76.3013    0.1942     
1074.2676  78.2722    0.1947     
1074.4200  79.3218    0.1949     
1074.5724  80.1407    0.1951     
1074.7248  80.8788    0.1953     
1074.8772  81.6981    0.1955     
1075.0296  82.6709    0.1957     
1075.1820  83.7873    0.1960     
1075.3344  84.9648    0.1963     
1075.4868  86.0436    0.1965     
1075.6392  87.1426    0.1968     
1075.7916  88.1971    0.1970     
1075.9440  88.9264    0.1972     
1076.0964  89.4910    0.1973     
1076.2488  89.9111    0.1974     
1076.4012  90.2459    0.1975     
1076.5536  90.5252    0.1975     
1076.7060  89.4270    0.1973     
1076.8584  87.6731    0.1969     
1077.0108  85.5947    0.1964     
1077.1632  85.8646    0.1965     
1077.3156  86.4043    0.1966     
1077.4680  87.3392    0.1968     
1077.6204  88.7847    0.1971     
1077.7728  88.6391    0.1971     
1077.9252  87.4504    0.1968     
1078.0776  85.8746    0.1965     
1078.2300  84.1666    0.1961     
1078.3824  84.1942    0.1961     
1078.5348  84.4577    0.1962     
1078.6872  84.4330    0.1962     
1078.8396  84.2045    0.1961     
1078.9920  83.4396    0.1959     
1079.1444  82.0849    0.1956     
1079.2968  80.7109    0.1953     
1079.4492  79.3005    0.1949     
1079.6016  78.0621    0.1946     
1079.7540  77.0010    0.1944     
1079.9064  76.2223    0.1942     
1080.0588  75.5627    0.1940     
1080.2112  74.7621    0.1938     
1080.3636  73.9486    0.1936     
1080.5160  73.1483    0.1934     
1080.6684  72.6486    0.1932     
1080.8208  72.3336    0.1931     
1080.9732  72.2021    0.1931     
1081.1256  71.6199    0.1929     
1081.2780  70.8466    0.1927     
1081.4304  69.9308    0.1925     
1081.5828  69.2035    0.1923     
1081.7352  68.7751    0.1922     
1081.8876  68.4411    0.1921     
1082.0400  67.5360    0.1918     
1082.1924  66.3113    0.1915     
1082.3448  65.3801    0.1912     
1082.4972  65.6261    0.1913     
1082.6496  66.3846    0.1915     
1082.8020  66.8595    0.1916     
1082.9544  67.6213    0.1918     
1083.1068  68.5125    0.1921     
1083.2592  69.3488    0.1923     
1083.4116  70.3744    0.1926     
1083.5640  71.3521    0.1929     
1083.7164  72.3803    0.1932     
1083.8688  74.0198    0.1936     
1084.0212  75.6600    0.1940     
1084.1736  77.2757    0.1944     
1084.3260  78.2432    0.1947     
1084.4784  78.7438    0.1948     
1084.6308  79.2949    0.1949     
1084.7832  80.0236    0.1951     
1084.9356  80.4835    0.1952     
1085.0880  80.4496    0.1952     
1085.2404  79.8848    0.1951     
1085.3928  79.5336    0.1950     
1085.5452  69.7383    0.1924     
1085.6976  73.2375    0.1934     
1085.8500  72.9499    0.1933     
1086.0024  65.9150    0.1914     
1086.1548  63.3754    0.1906     
1086.3072  60.7600    0.1898     
1086.4596  58.8737    0.1892     
1086.6120  57.6181    0.1888     
1086.7644  58.8106    0.1892     
1086.9168  59.8973    0.1895     
1087.0692  60.9649    0.1899     
1087.2216  61.8454    0.1901     
1087.3740  62.6368    0.1904     
1087.5264  63.6996    0.1907     
1087.6788  66.5384    0.1915     
1087.8312  75.3976    0.1939     
1087.9836  71.7330    0.1930     
1088.1360  71.8171    0.1930     
1088.2884  72.8230    0.1933     
1088.4408  73.3495    0.1934     
1088.5932  73.8279    0.1935     
1088.7456  74.2689    0.1937     
1088.8980  74.5656    0.1937     
1089.0504  75.7910    0.1940     
1089.2028  77.2925    0.1944     
1089.3552  79.0221    0.1949     
1089.5076  81.7882    0.1955     
1089.6600  84.3960    0.1961     
1089.8124  88.5265    0.1971     
1089.9648  90.3464    0.1975     
1090.1172  93.9857    0.1983     
1090.2696  97.9751    0.1991     
1090.4220  103.7110   0.2002     
1090.5744  114.5902   0.2022     
1090.7268  118.1740   0.2029     
1090.8792  116.5641   0.2026     
1091.0316  118.7016   0.2030     
1091.1840  119.9764   0.2032     
1091.3364  119.8618   0.2032     
1091.4888  120.7849   0.2033     
1091.6412  120.3102   0.2032     
1091.7936  118.5784   0.2029     
1091.9460  122.3001   0.2036     
1092.0984  123.4799   0.2038     
1092.2508  124.0522   0.2039     
1092.4032  125.2414   0.2040     
1092.5556  131.2322   0.2050     
1092.7080  140.3784   0.2064     
1092.8604  143.9749   0.2069     
1093.0128  145.5536   0.2071     
1093.1652  148.8948   0.2076     
1093.3176  148.5177   0.2076     
1093.4700  148.0832   0.2075     
1093.6224  151.2670   0.2079     
1093.7748  150.8083   0.2079     
1093.9272  147.3245   0.2074     
1094.0796  147.9775   0.2075     
1094.2320  146.0827   0.2072     
1094.3844  147.4702   0.2074     
1094.5368  149.4819   0.2077     
1094.6892  143.1010   0.2068     
1094.8416  144.5130   0.2070     
1094.9940  142.8698   0.2068     
1095.1464  139.9617   0.2063     
1095.2988  139.8638   0.2063     
1095.4512  141.0282   0.2065     
1095.6036  145.4447   0.2071     
1095.7560  147.4272   0.2074     
1095.9084  146.5814   0.2073     
1096.0608  145.6854   0.2072     
1096.2132  145.6550   0.2072     
1096.3656  145.4203   0.2071     
1096.5180  148.9547   0.2076     
1096.6704  146.8777   0.2073     
1096.8228  144.4872   0.2070     
1096.9752  141.4860   0.2066     
1097.1276  138.5977   0.2061     
1097.2800  136.7390   0.2059     
1097.4324  134.0145   0.2054     
1097.5848  130.7604   0.2049     
1097.7372  126.3886   0.2042     
1097.8896  121.4674   0.2034     
1098.0420  116.7631   0.2026     
1098.1944  112.2341   0.2018     
1098.3468  108.1421   0.2011     
1098.4992  104.5189   0.2004     
1098.6516  101.1985   0.1997     
1098.8040  98.2137    0.1991     
1098.9564  97.7580    0.1991     
1099.1088  96.7364    0.1988     
1099.2612  93.8455    0.1982     
1099.4136  91.4538    0.1977     
1099.5660  89.3300    0.1973     
1099.7184  87.1992    0.1968     
1099.8708  84.6595    0.1962     
1100.0232  81.9401    0.1956     
1100.1756  79.2947    0.1949     
1100.3280  76.7122    0.1943     
1100.4804  74.1020    0.1936     
1100.6328  69.8121    0.1925     
1100.7852  68.1081    0.1920     
1100.9376  67.7448    0.1919     
1101.0900  65.4921    0.1912     
1101.2424  66.1496    0.1914     
1101.3948  64.7239    0.1910     
1101.5472  61.8451    0.1901     
1101.6996  59.5152    0.1894     
1101.8520  58.0084    0.1889     
1102.0044  56.5663    0.1884     
1102.1568  55.1521    0.1880     
1102.3092  53.9576    0.1876     
1102.4616  54.2354    0.1877     
1102.6140  52.6054    0.1871     
1102.7664  51.0821    0.1865     
1102.9188  51.7649    0.1868     
1103.0712  50.6767    0.1864     
1103.2236  49.2694    0.1859     
1103.3760  48.6508    0.1856     
1103.5284  47.4087    0.1851     
1103.6808  47.1421    0.1850     
1103.8332  45.6181    0.1844     
1103.9856  43.5762    0.1836     
1104.1380  41.5500    0.1827     
1104.2904  39.9889    0.1820     
1104.4428  39.0122    0.1816     
1104.5952  38.1447    0.1812     
1104.7476  37.2778    0.1807     
1104.9000  36.4336    0.1803     
1105.0524  35.5915    0.1799     
1105.2048  34.7416    0.1795     
1105.3572  33.8999    0.1790     
1105.5096  33.0690    0.1786     
1105.6620  32.2686    0.1781     
1105.8144  31.5094    0.1777     
1105.9668  30.8706    0.1774     
1106.1192  30.3644    0.1771     
1106.2716  29.9133    0.1768     
1106.4240  29.4901    0.1765     
1106.5764  29.1733    0.1763     
1106.7288  29.3004    0.1764     
1106.8812  29.5911    0.1766     
1107.0336  30.0111    0.1769     
1107.1860  29.6002    0.1766     
1107.3384  29.0973    0.1763     
1107.4908  28.5870    0.1760     
1107.6432  28.0455    0.1757     
1107.7956  27.4679    0.1753     
1107.9480  26.8165    0.1749     
1108.1004  26.1414    0.1744     
1108.2528  25.4278    0.1739     
1108.4052  24.6981    0.1734     
1108.5576  24.0272    0.1730     
1108.7100  23.4239    0.1725     
1108.8624  22.8838    0.1721     
1109.0148  22.3959    0.1717     
1109.1672  21.9877    0.1714     
1109.3196  21.6275    0.1711     
1109.4720  21.2922    0.1709     
1109.6244  20.9001    0.1706     
1109.7768  20.4915    0.1702     
1109.9292  20.0997    0.1699     
1110.0816  19.7799    0.1696     
1110.2340  19.5236    0.1694     
1110.3864  19.3687    0.1693     
1110.5388  19.1889    0.1691     
1110.6912  18.9822    0.1689     
1110.8436  18.7206    0.1687     
1110.9960  18.4643    0.1684     
1111.1484  18.2609    0.1683     
1111.3008  18.0667    0.1681     
1111.4532  17.9003    0.1679     
1111.6056  17.7265    0.1678     
1111.7580  17.5056    0.1675     
1111.9104  17.2262    0.1673     
1112.0628  16.9527    0.1670     
1112.2152  16.6464    0.1667     
1112.3676  16.3621    0.1664     
1112.5200  16.1468    0.1662     
1112.6724  16.0414    0.1661     
1112.8248  16.0074    0.1660     
1112.9772  15.9886    0.1660     
1113.1296  15.9640    0.1660     
1113.2820  15.9119    0.1659     
1113.4344  15.8759    0.1659     
1113.5868  15.8421    0.1659     
1113.7392  15.8439    0.1659     
1113.8916  15.8316    0.1659     
1114.0440  15.7846    0.1658     
1114.1964  15.7237    0.1657     
1114.3488  15.6370    0.1657     
1114.5012  15.5514    0.1656     
1114.6536  15.4369    0.1654     
1114.8060  15.3709    0.1654     
1114.9584  15.2189    0.1652     
1115.1108  15.0091    0.1650     
1115.2632  14.7382    0.1647     
1115.4156  14.4951    0.1644     
1115.5680  14.3283    0.1642     
1115.7204  14.1683    0.1640     
1115.8728  14.0364    0.1639     
1116.0252  13.8444    0.1636     
1116.1776  13.6139    0.1634     
1116.3300  13.3562    0.1631     
1116.4824  13.0588    0.1627     
1116.6348  12.7407    0.1623     
1116.7872  12.4415    0.1619     
1116.9396  12.1587    0.1615     
1117.0920  11.9161    0.1612     
1117.2444  11.6782    0.1609     
1117.3968  11.4512    0.1606     
1117.5492  11.2592    0.1603     
1117.7016  11.0861    0.1600     
1117.8540  11.0227    0.1599     
1118.0064  10.9950    0.1599     
1118.1588  10.9817    0.1599     
1118.3112  10.9464    0.1598     
1118.4636  10.9090    0.1598     
1118.6160  10.8366    0.1597     
1118.7684  10.7237    0.1595     
1118.9208  10.6517    0.1594     
1119.0732  10.5313    0.1592     
1119.2256  10.3763    0.1590     
1119.3780  10.1576    0.1586     
1119.5304  9.9300     0.1583     
1119.6828  9.7366     0.1580     
1119.8352  9.5714     0.1577     
1119.9876  9.4424     0.1575     
1120.1400  9.3318     0.1573     
1120.2924  9.1889     0.1570     
1120.4448  9.0472     0.1568     
1120.5972  8.8954     0.1565     
1120.7496  8.7416     0.1563     
1120.9020  8.6184     0.1560     
1121.0544  8.5184     0.1558     
1121.2068  8.3882     0.1556     
1121.3592  8.2011     0.1553     
1121.5116  7.9944     0.1549     
1121.6640  7.7490     0.1544     
1121.8164  7.7188     0.1543     
1121.9688  7.7789     0.1544     
1122.1212  7.7274     0.1543     
1122.2736  7.6138     0.1541     
1122.4260  7.4799     0.1538     
1122.5784  7.3758     0.1536     
1122.7308  7.3097     0.1535     
1122.8832  7.2644     0.1534     
1123.0356  7.2140     0.1533     
1123.1880  7.1382     0.1531     
1123.3404  7.0823     0.1530     
1123.4928  7.0519     0.1529     
1123.6452  7.0326     0.1529     
1123.7976  7.0110     0.1528     
1123.9500  6.9771     0.1527     
1124.1024  6.9156     0.1526     
1124.2548  6.8445     0.1525     
1124.4072  6.7704     0.1523     
1124.5596  6.7046     0.1521     
1124.7120  6.6827     0.1521     
1124.8644  6.6735     0.1521     
1125.0168  6.6217     0.1519     
1125.1692  6.5453     0.1518     
1125.3216  6.4415     0.1515     
1125.4740  6.3508     0.1513     
1125.6264  6.3176     0.1512     
1125.7788  6.3151     0.1512     
1125.9312  6.3415     0.1513     
1126.0836  6.3757     0.1514     
1126.2360  6.4055     0.1514     
1126.3884  6.4443     0.1515     
1126.5408  6.5029     0.1517     
1126.6932  6.5705     0.1518     
1126.8456  6.6695     0.1521     
1126.9980  6.7544     0.1523     
1127.1504  6.8562     0.1525     
1127.3028  6.9404     0.1527     
1127.4552  7.0243     0.1529     
1127.6076  7.1403     0.1531     
1127.7600  7.3343     0.1535     
1127.9124  7.5829     0.1540     
1128.0648  7.8170     0.1545     
1128.2172  8.0250     0.1549     
1128.3696  8.1882     0.1552     
1128.5220  8.2922     0.1554     
1128.6744  8.3713     0.1556     
1128.8268  8.4641     0.1557     
1128.9792  8.5714     0.1559     
1129.1316  8.6442     0.1561     
1129.2840  8.6993     0.1562     
1129.4364  8.7431     0.1563     
1129.5888  8.7858     0.1563     
1129.7412  8.8661     0.1565     
1129.8936  9.0172     0.1567     
1130.0460  9.2156     0.1571     
1130.1984  9.4370     0.1575     
1130.3508  9.6905     0.1579     
1130.5032  9.9624     0.1583     
1130.6556  10.2022    0.1587     
1130.8080  10.3843    0.1590     
1130.9604  10.5086    0.1592     
1131.1128  10.6618    0.1594     
1131.2652  10.8428    0.1597     
1131.4176  11.0525    0.1600     
1131.5700  11.2170    0.1602     
1131.7224  11.2880    0.1603     
1131.8748  11.2738    0.1603     
1132.0272  11.1778    0.1602     
1132.1796  11.0412    0.1600     
1132.3320  10.8767    0.1597     
1132.4844  10.7763    0.1596     
1132.6368  10.6964    0.1595     
1132.7892  10.6408    0.1594     
1132.9416  10.6573    0.1594     
1133.0940  10.7199    0.1595     
1133.2464  10.8451    0.1597     
1133.3988  10.9969    0.1599     
1133.5512  11.1438    0.1601     
1133.7036  11.3284    0.1604     
1133.8560  11.4767    0.1606     
1134.0084  11.5173    0.1606     
1134.1608  11.4589    0.1606     
1134.3132  11.3547    0.1604     
1134.4656  11.2956    0.1603     
1134.6180  11.2732    0.1603     
1134.7704  11.2545    0.1603     
1134.9228  11.2145    0.1602     
1135.0752  11.1364    0.1601     
1135.2276  11.0073    0.1599     
1135.3800  10.8388    0.1597     
1135.5324  10.6975    0.1595     
1135.6848  10.5814    0.1593     
1135.8372  10.5439    0.1592     
1135.9896  10.5808    0.1593     
1136.1420  10.6348    0.1594     
1136.2944  10.6737    0.1594     
1136.4468  10.6822    0.1594     
1136.5992  10.6575    0.1594     
1136.7516  10.6072    0.1593     
1136.9040  10.5850    0.1593     
1137.0564  10.6030    0.1593     
1137.2088  10.6729    0.1594     
1137.3612  10.8130    0.1596     
1137.5136  10.9824    0.1599     
1137.6660  11.1302    0.1601     
1137.8184  11.2360    0.1602     
1137.9708  11.3728    0.1604     
1138.1232  11.4828    0.1606     
1138.2756  11.5926    0.1608     
1138.4280  11.8258    0.1611     
1138.5804  12.1351    0.1615     
1138.7328  12.4848    0.1620     
1138.8852  12.8420    0.1624     
1139.0376  13.1969    0.1629     
1139.1900  13.5537    0.1633     
1139.3424  13.9228    0.1637     
1139.4948  14.3251    0.1642     
1139.6472  14.7632    0.1647     
1139.7996  15.1365    0.1651     
1139.9520  15.4562    0.1655     
1140.1044  15.6804    0.1657     
1140.2568  15.7593    0.1658     
1140.4092  15.7401    0.1658     
1140.5616  15.9764    0.1660     
1140.7140  16.2254    0.1663     
1140.8664  16.5144    0.1666     
1141.0188  16.8198    0.1669     
1141.1712  16.9389    0.1670     
1141.3236  16.8444    0.1669     
